19,3
19,11
19,7
19,14
19,17
19,12
19,10
19,15
19,13
19,4
19,8
19,2
19,9
19,0
18,7
18,12
18,3
18,10
18,6
18,19
17,3
17,4
17,9
16,9
16,10
16,17
16,7
16,19
16,13
16,8
16,0
15,6
15,9
15,12
15,13
15,10
15,18
15,11
14,6
14,5
14,18
14,12
14,9
14,1
13,12
13,6
13,14
12,16
12,0
11,0
11,8
11,10
11,13
11,12
11,14
10,17
10,2
10,9
10,13
10,8
10,14
9,18
9,1
8,18
8,17
8,2
8,15
8,13
8,14
8,1
8,12
7,0
7,15
7,8
7,3
7,4
7,17
7,5
6,12
6,0
6,16
6,19
6,10
6,7
6,11
6,17
5,12
5,18
5,8
5,17
5,19
5,1
4,14
4,13
4,2
4,15
4,8
4,10
4,3
3,10
3,16
3,5
2,6
2,5
2,17
1,16
1,10
1,15
1,18
1,11
1,13
1,12
0,5
0,17
