29,11
29,2
29,6
29,1
29,28
28,19
28,11
28,17
28,18
28,5
28,15
28,0
28,14
28,16
27,23
27,4
27,17
27,6
27,14
27,10
27,15
27,13
27,16
27,11
27,28
27,12
26,10
26,16
26,7
26,2
26,20
26,24
26,22
26,25
26,6
26,0
25,1
25,16
25,7
25,18
25,17
25,28
25,27
25,24
25,9
24,0
24,8
24,4
24,29
24,23
24,2
24,5
24,9
24,27
24,28
23,15
23,0
23,25
23,20
23,5
23,28
22,28
22,27
22,19
21,24
21,12
21,25
21,26
21,11
21,27
21,15
21,8
21,3
20,5
20,25
20,4
20,16
20,0
20,27
20,2
20,28
19,8
19,11
19,2
19,3
19,9
19,21
19,10
19,24
19,16
19,18
19,15
19,23
19,25
19,14
18,20
18,4
18,16
18,14
18,12
18,21
18,13
18,27
18,29
18,7
17,3
17,12
17,22
17,20
17,4
17,18
17,15
17,14
16,13
16,8
16,29
15,9
15,20
15,16
15,26
15,18
15,0
15,12
15,8
15,7
15,10
14,4
14,1
14,5
14,9
14,15
14,29
14,2
14,6
14,26
14,21
13,12
13,14
13,2
13,28
13,15
13,17
12,26
12,7
12,8
12,4
12,16
12,20
12,22
12,19
11,6
11,0
11,7
11,8
11,22
11,5
11,3
11,1
11,9
11,13
11,20
11,25
11,2
11,10
11,23
10,28
10,7
10,8
10,6
10,12
10,13
10,23
10,2
10,14
10,21
10,25
10,20
10,4
10,24
10,5
9,22
9,18
9,12
9,7
9,23
9,26
9,10
9,20
8,22
8,0
8,20
8,25
8,1
8,26
8,23
7,24
7,14
7,23
7,29
7,27
7,28
7,17
6,20
6,24
6,25
6,23
6,28
6,5
6,18
6,2
5,9
5,3
5,27
5,26
5,29
5,1
5,25
4,7
4,11
4,19
4,8
4,5
4,29
3,27
3,15
3,1
3,26
3,7
3,9
3,14
3,20
3,24
3,13
3,2
2,25
2,21
2,1
2,7
2,15
2,5
1,16
1,4
1,24
1,13
1,6
1,10
1,9
1,19
1,0
1,20
1,15
1,7
0,27
0,18
0,2
0,25
0,13
0,9
0,29
0,10
0,21
