29,3
29,1
29,23
29,6
29,4
29,25
29,27
29,0
29,24
29,28
28,14
28,11
28,16
28,9
28,2
28,15
28,17
28,13
27,22
27,7
27,28
27,12
27,6
27,10
27,20
26,13
26,29
26,1
26,17
26,12
25,4
25,20
25,24
25,6
25,18
25,1
25,15
25,19
25,16
25,22
24,14
24,12
24,18
24,26
24,19
24,17
24,15
24,5
23,18
23,22
23,26
23,12
23,1
23,20
23,14
22,11
22,8
22,26
22,17
22,2
22,5
22,15
22,18
22,13
22,21
22,9
22,24
22,10
22,7
21,14
21,13
21,9
21,16
21,4
21,29
21,19
21,17
21,18
21,23
20,18
20,28
20,5
20,22
20,21
20,29
20,3
20,26
20,8
20,9
20,24
19,0
19,14
19,2
19,20
19,17
19,18
19,22
19,12
19,13
18,17
18,2
18,14
18,9
18,27
18,29
18,26
17,5
17,29
17,0
17,25
17,27
17,23
17,11
16,5
16,7
16,26
16,4
16,23
16,6
16,24
16,3
16,8
16,9
15,0
15,29
15,21
15,11
15,2
15,9
15,14
14,11
14,10
14,26
14,4
14,27
14,13
14,22
13,11
13,27
13,9
13,16
13,0
13,18
13,15
13,12
12,0
12,28
12,9
12,18
12,15
12,17
12,14
12,10
12,29
12,4
11,18
11,10
11,29
11,8
11,9
11,12
10,19
10,26
10,15
10,24
10,17
10,0
10,23
10,29
10,2
10,21
10,18
9,14
9,7
9,17
9,10
9,29
9,27
9,26
9,25
8,18
8,28
8,0
8,15
8,13
8,29
8,17
8,14
8,12
8,10
8,9
7,6
7,21
7,3
7,17
7,12
7,20
7,13
7,8
7,25
6,23
6,2
6,9
6,24
6,22
6,18
6,17
6,20
5,12
5,25
5,9
5,27
5,29
5,4
5,1
5,19
5,2
5,6
4,27
4,9
4,22
4,24
4,23
3,17
3,19
3,14
3,2
3,15
3,5
3,18
3,22
2,27
2,21
2,26
2,4
2,29
2,8
2,0
2,11
2,23
2,9
1,2
1,12
1,20
1,27
1,10
1,18
1,15
1,17
1,22
1,19
1,24
1,8
1,0
1,28
1,11
0,3
0,27
0,28
0,24
0,25
