29,17
29,5
29,14
29,25
29,15
29,8
29,7
28,18
28,27
28,24
28,20
27,8
27,5
27,25
27,19
27,17
27,10
27,29
27,4
27,11
27,20
26,19
26,9
26,13
26,22
26,2
26,24
25,16
25,15
25,13
25,20
25,6
25,10
25,26
24,22
24,17
24,16
24,5
24,29
24,7
24,27
24,8
24,15
24,13
24,23
24,12
24,25
24,6
24,9
23,29
23,28
23,4
23,12
23,21
23,26
22,2
22,29
22,3
22,7
22,13
22,21
21,3
21,16
21,5
21,1
21,6
21,29
21,11
20,21
20,17
20,18
20,6
19,29
19,28
19,25
19,2
18,10
18,2
18,0
18,24
18,8
18,14
18,1
18,11
18,9
18,26
17,5
17,23
17,11
17,4
17,6
17,3
17,2
17,0
17,1
16,23
16,28
16,10
16,0
16,29
16,27
16,3
15,2
15,17
15,21
15,18
15,13
14,16
14,21
14,3
14,25
14,19
14,2
14,6
14,17
14,0
14,24
14,11
14,28
14,7
14,12
13,28
13,6
13,27
13,14
13,21
13,20
13,17
13,8
13,29
13,9
13,23
13,5
12,13
12,22
12,29
12,20
12,10
12,25
12,18
11,13
11,15
11,12
11,6
11,1
11,8
11,2
11,10
11,25
11,24
11,7
11,9
10,5
10,19
10,1
10,2
10,7
10,14
10,8
10,15
10,9
10,6
10,22
10,13
10,24
10,4
9,20
9,27
9,28
9,7
9,5
9,22
9,8
9,6
9,29
9,25
9,15
9,14
8,1
8,7
8,20
8,26
8,0
8,28
8,17
8,6
8,19
8,25
7,1
7,4
7,16
7,25
7,21
7,13
7,17
6,16
6,29
6,18
6,12
6,28
6,27
6,3
6,26
6,19
6,22
6,15
6,7
6,23
5,28
5,26
5,19
5,2
5,25
5,7
5,16
5,23
5,22
5,6
5,20
4,28
4,6
4,21
4,24
4,29
4,26
4,22
4,25
4,13
3,18
3,11
3,13
3,15
3,29
3,4
3,12
3,10
3,5
3,0
2,24
2,25
2,9
2,29
2,4
2,20
1,16
1,19
1,29
1,25
1,26
1,14
0,21
0,28
0,2
0,19
0,22
0,11
0,7
0,20
0,26
0,9
0,1
