29,15
29,20
29,12
29,19
29,24
29,14
29,5
29,16
29,3
28,17
28,8
28,4
28,11
28,9
28,25
28,10
28,18
27,6
27,29
27,14
27,28
27,16
27,5
27,17
26,15
26,29
26,20
26,2
26,25
26,6
26,21
26,16
26,5
26,22
26,8
26,18
25,15
25,12
25,10
25,1
25,23
25,22
25,7
25,17
24,9
24,10
24,14
24,11
24,15
24,5
24,3
24,28
24,12
23,21
23,3
23,28
23,8
23,10
23,0
22,19
22,16
22,11
22,13
22,18
22,20
22,27
22,21
22,24
22,3
21,20
21,25
21,13
21,24
21,29
21,9
21,0
21,17
21,18
21,8
21,11
21,19
21,28
20,28
20,16
19,25
19,20
19,2
19,26
19,1
18,25
18,6
18,23
18,3
18,24
18,29
18,27
18,4
17,5
17,16
17,4
17,8
17,26
16,28
16,13
16,14
16,9
16,6
16,2
16,0
15,27
15,12
15,10
15,17
15,19
15,23
15,13
15,14
15,1
15,8
15,6
15,18
14,5
14,21
14,10
14,12
14,8
13,17
13,12
13,4
13,3
13,2
13,6
13,27
13,10
13,11
13,29
12,4
12,6
12,28
12,23
12,26
12,11
12,0
12,16
12,22
12,18
12,2
12,17
12,27
12,19
12,20
12,21
11,17
11,16
11,5
11,15
11,14
11,8
10,11
10,0
10,7
10,6
10,16
10,1
10,12
10,18
10,21
9,20
9,12
9,22
9,14
9,13
9,18
9,23
9,0
9,10
9,19
8,25
8,12
8,24
8,3
8,4
8,6
8,10
8,9
8,0
8,16
7,9
7,24
7,12
7,26
7,22
7,29
7,14
7,18
7,19
7,13
6,7
6,4
6,11
6,28
6,0
6,25
6,17
6,14
6,19
5,23
5,18
5,9
5,6
5,15
5,25
5,22
5,4
5,7
5,13
5,28
5,8
4,19
4,1
4,0
4,7
4,20
4,22
4,16
4,29
4,11
3,11
3,1
3,26
3,7
3,9
3,16
3,17
3,2
3,19
3,10
2,11
2,18
2,29
2,28
2,25
2,17
2,0
2,7
2,5
1,6
1,2
1,11
1,28
1,17
1,9
0,28
0,18
0,17
0,3
0,29
0,13
0,1
0,22
0,27
