24,6
24,1
24,19
24,18
24,17
24,23
24,12
23,10
23,17
23,15
23,11
23,22
23,6
23,12
23,4
23,5
22,10
22,19
22,17
22,5
22,20
21,11
21,7
21,18
20,5
20,24
20,16
20,21
20,15
19,14
19,3
19,1
19,2
18,5
18,11
18,23
18,22
18,3
18,4
17,13
17,18
17,6
17,5
17,9
17,3
17,7
16,9
16,7
16,12
16,17
16,0
16,22
16,5
16,11
16,19
16,13
16,10
16,14
15,8
15,16
15,19
15,6
15,10
15,21
15,7
15,1
14,4
14,12
14,2
14,15
14,17
14,23
14,1
14,9
13,9
13,4
13,1
13,12
13,14
13,21
13,22
13,2
13,23
13,15
13,7
12,0
12,10
12,21
12,17
12,11
12,8
11,17
11,7
11,10
10,7
10,14
10,6
9,18
9,0
9,3
9,4
9,6
9,12
8,17
8,3
8,10
8,18
8,4
8,13
8,7
8,2
8,19
8,6
8,21
7,18
7,23
7,19
7,12
7,14
7,20
7,22
7,9
7,6
6,11
6,0
6,19
6,1
6,20
6,13
5,4
5,9
5,13
5,14
5,19
5,8
5,24
5,7
4,2
4,12
4,10
4,0
4,21
4,11
4,15
4,19
4,22
4,7
4,17
3,1
3,6
3,16
3,12
3,13
3,23
3,24
3,22
3,14
2,6
2,9
2,5
2,1
2,21
2,24
2,3
2,22
2,12
2,23
1,12
1,23
1,7
1,16
1,8
0,5
0,7
0,13
0,24
0,14
0,3
0,2
0,1
