34,15
34,6
34,2
34,25
34,32
34,30
34,20
34,14
34,5
34,13
34,31
34,16
34,29
34,27
34,10
34,18
34,19
33,26
33,6
33,18
33,30
33,0
33,15
33,22
33,9
33,21
33,10
33,7
33,31
33,12
33,8
33,34
33,32
32,31
32,30
32,10
32,8
32,15
31,0
31,19
31,13
31,16
31,10
31,3
31,14
30,7
30,31
30,23
30,21
30,19
30,0
30,18
30,5
29,27
29,31
29,22
29,26
29,11
29,15
29,30
29,16
29,19
29,32
29,28
29,23
28,32
28,33
28,30
28,31
28,13
28,9
28,12
28,14
28,19
27,17
27,22
27,4
27,16
27,21
27,28
27,33
27,10
27,6
27,1
26,23
26,30
26,5
26,1
26,28
26,6
26,25
26,11
25,18
25,19
25,33
25,32
25,27
25,7
25,17
25,16
25,31
24,0
24,26
24,14
24,19
24,13
24,30
24,21
24,22
24,31
24,18
24,15
24,25
23,7
23,21
23,24
23,14
22,34
22,9
22,10
22,4
22,26
22,3
22,30
22,19
21,28
21,29
21,26
21,10
21,20
21,31
21,19
21,32
21,14
21,11
21,0
20,32
20,24
20,14
20,4
20,2
20,26
20,29
20,18
20,15
20,3
20,31
20,25
19,12
19,32
19,23
19,33
19,10
19,3
19,6
19,7
19,15
19,8
18,3
18,13
18,28
18,29
18,27
18,2
18,32
18,11
18,31
17,26
17,11
17,19
17,9
17,5
17,3
17,24
17,31
17,6
17,34
17,22
17,30
17,29
16,17
16,7
16,6
16,10
16,24
16,26
16,28
16,32
16,15
16,1
15,21
15,4
15,17
15,1
15,23
15,7
15,18
15,14
15,11
15,31
15,9
14,11
14,25
14,32
14,7
14,18
14,30
14,19
14,22
14,9
14,16
13,15
13,20
13,19
13,26
13,12
13,17
13,32
12,15
12,23
12,29
12,30
12,24
12,32
12,16
12,17
12,31
12,14
12,4
11,13
11,31
11,12
11,25
11,22
11,23
11,32
11,19
11,27
11,20
11,30
11,1
11,4
11,28
11,16
11,24
11,6
10,8
10,17
10,7
10,9
10,26
10,20
10,11
9,27
9,12
9,16
9,8
9,25
9,32
9,4
9,19
9,24
9,11
9,29
8,16
8,2
8,31
8,20
8,30
8,21
8,14
8,13
8,1
7,24
7,9
7,11
7,8
7,6
7,34
7,1
7,12
7,27
6,2
6,3
6,22
6,14
6,30
6,23
6,28
5,29
5,2
5,28
5,16
5,3
5,18
5,33
5,27
5,9
5,22
4,1
4,3
4,16
4,17
4,14
4,13
4,7
4,2
4,10
4,5
4,28
4,8
4,18
4,6
4,0
3,34
3,30
3,10
3,26
3,21
3,28
3,27
3,24
3,29
3,25
3,23
2,17
2,24
2,19
2,16
2,21
2,14
2,12
2,13
2,11
2,25
2,22
1,17
1,22
1,31
1,21
1,34
1,24
1,25
1,2
1,3
1,18
0,6
0,10
0,19
0,3
0,2
0,18
0,8
0,1
0,20
0,9
0,7
